Name,Birth Country,Birth Decade,Birth Year,Gender,Latitude,Longitude,Tate URL
"White, Lt-Col George Francis",United Kingdom,1/1/1800,1/1/1808,Male,51.381,0.52213,http://www.tate.org.uk/art/artists/lt-col-george-francis-white-2288
"Sleap, Joseph Axe",United Kingdom,1/1/1800,1/1/1808,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/joseph-axe-sleap-499
"Wykeham Archer, J.",United Kingdom,1/1/1800,1/1/1808,Male,54.9783,-1.61778,http://www.tate.org.uk/art/artists/j-wykeham-archer-2547
"Rigby, Elizabeth",United Kingdom,1/1/1800,1/1/1809,Female,52.6694,1.27843,http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555
"Richmond, George",United Kingdom,1/1/1800,1/1/1809,Male,51.4309,-0.0936496,http://www.tate.org.uk/art/artists/george-richmond-447
"Frost, William Edward",United Kingdom,1/1/1810,1/1/1810,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-edward-frost-195
"Herbert, John Rogers",United Kingdom,1/1/1810,1/1/1810,Male,51.7318,0.671448,http://www.tate.org.uk/art/artists/john-rogers-herbert-251
"Willcock, George Burrell",United Kingdom,1/1/1810,1/1/1811,Male,50.7184,-3.5339,http://www.tate.org.uk/art/artists/george-burrell-willcock-601
"Creswick, Thomas",United Kingdom,1/1/1810,1/1/1811,Male,53.3811,-1.47009,http://www.tate.org.uk/art/artists/thomas-creswick-122
"Cooke, Edward William",United Kingdom,1/1/1810,1/1/1811,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/edward-william-cooke-110
"Scott, William Bell",United Kingdom,1/1/1810,1/1/1811,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/william-bell-scott-481
"Müller, William James",United Kingdom,1/1/1810,1/1/1812,Male,51.4545,-2.58791,http://www.tate.org.uk/art/artists/william-james-muller-391
"Callow, William",United Kingdom,1/1/1810,1/1/1812,Male,51.4826,-0.0076589,http://www.tate.org.uk/art/artists/william-callow-79
"Lear, Edward",United Kingdom,1/1/1810,1/1/1812,Male,51.4309,-0.0936496,http://www.tate.org.uk/art/artists/edward-lear-337
"Richardson, Thomas Miles, Junior",United Kingdom,1/1/1810,1/1/1813,Male,54.9783,-1.61778,http://www.tate.org.uk/art/artists/thomas-miles-richardson-junior-2452
"Marshall, William Calder",United Kingdom,1/1/1810,1/1/1813,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/william-calder-marshall-370
"Hall, Harry",United Kingdom,1/1/1810,1/1/1813,Male,52.2053,0.121817,http://www.tate.org.uk/art/artists/harry-hall-232
"Cotman, John Joseph",United Kingdom,1/1/1810,1/1/1814,Male,52.5982,1.72805,http://www.tate.org.uk/art/artists/john-joseph-cotman-2710
"Ferneley, John, II",United Kingdom,1/1/1810,1/1/1815,Male,52.7664,-0.887126,http://www.tate.org.uk/art/artists/john-ferneley-ii-181
"Browne, Hablot Knight",United Kingdom,1/1/1810,1/1/1815,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/hablot-knight-browne-phiz-2562
"Ansdell, Richard",United Kingdom,1/1/1810,1/1/1815,Male,53.4084,-2.99157,http://www.tate.org.uk/art/artists/richard-ansdell-10
"Ward, Edward Matthew",United Kingdom,1/1/1810,1/1/1816,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/edward-matthew-ward-580
"Egg, Augustus Leopold",United Kingdom,1/1/1810,1/1/1816,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/augustus-leopold-egg-169
"Dadd, Richard",United Kingdom,1/1/1810,1/1/1817,Male,51.381,0.52213,http://www.tate.org.uk/art/artists/richard-dadd-130
"Gilbert, Sir John",United Kingdom,1/1/1810,1/1/1817,Male,51.2062,-0.527769,http://www.tate.org.uk/art/artists/sir-john-gilbert-209
"Dalziel, Edward",United Kingdom,1/1/1810,1/1/1817,Male,55.5468,-2.01224,http://www.tate.org.uk/art/artists/edward-dalziel-133
"Stevens, Alfred",United Kingdom,1/1/1810,1/1/1817,Male,50.7391,-2.33823,http://www.tate.org.uk/art/artists/alfred-stevens-525
"Phillip, John",United Kingdom,1/1/1810,1/1/1817,Male,57.1497,-2.09428,http://www.tate.org.uk/art/artists/john-phillip-422
"Armitage, Edward",United Kingdom,1/1/1810,1/1/1817,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/edward-armitage-11
"Horsley, John Callcott",United Kingdom,1/1/1810,1/1/1817,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-callcott-horsley-277
"Haden, Sir Francis Seymour",United Kingdom,1/1/1810,1/1/1818,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-francis-seymour-haden-230
"Vacher, Charles",United Kingdom,1/1/1810,1/1/1818,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/charles-vacher-561
"Ruskin, John",United Kingdom,1/1/1810,1/1/1819,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-ruskin-465
"Goodall, Edward Angelo",United Kingdom,1/1/1810,1/1/1819,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/edward-angelo-goodall-2429
"Frith, William Powell",United Kingdom,1/1/1810,1/1/1819,Male,54.1356,-1.52733,http://www.tate.org.uk/art/artists/william-powell-frith-194
"Strutt, Arthur John",United Kingdom,1/1/1810,1/1/1819,Male,51.7356,0.46855,http://www.tate.org.uk/art/artists/arthur-john-strutt-2627
"Pickersgill, Frederick Richard",United Kingdom,1/1/1820,1/1/1820,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/frederick-richard-pickersgill-424
"Huggins, William",United Kingdom,1/1/1820,1/1/1820,Male,53.4084,-2.99157,http://www.tate.org.uk/art/artists/william-huggins-282
"Sant, James",United Kingdom,1/1/1820,1/1/1820,Male,51.3762,-0.098234,http://www.tate.org.uk/art/artists/james-sant-474
"Tenniel, Sir John",United Kingdom,1/1/1820,1/1/1820,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-john-tenniel-543
"Smetham, James",United Kingdom,1/1/1820,1/1/1821,Male,54.085,-1.75522,http://www.tate.org.uk/art/artists/james-smetham-502
"Seddon, Thomas",United Kingdom,1/1/1820,1/1/1821,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/thomas-seddon-483
"Douglas, Sir William Fettes",United Kingdom,1/1/1820,1/1/1822,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/sir-william-fettes-douglas-157
"Bough, Samuel",United Kingdom,1/1/1820,1/1/1822,Male,54.8925,-2.93293,http://www.tate.org.uk/art/artists/samuel-bough-43
"Fripp, Alfred Downing",United Kingdom,1/1/1820,1/1/1822,Male,51.4545,-2.58791,http://www.tate.org.uk/art/artists/alfred-downing-fripp-2426
"Goodall, Frederick",United Kingdom,1/1/1820,1/1/1822,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/frederick-goodall-214
"Keene, Charles Samuel",United Kingdom,1/1/1820,1/1/1823,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/charles-samuel-keene-304
"Edwards, Edwin",United Kingdom,1/1/1820,1/1/1823,Male,52.2221,1.34211,http://www.tate.org.uk/art/artists/edwin-edwards-168
"Dalziel, Thomas",United Kingdom,1/1/1820,1/1/1823,Male,55.5468,-2.01224,http://www.tate.org.uk/art/artists/thomas-dalziel-134
"Robinson, Sir John Charles",United Kingdom,1/1/1820,1/1/1824,Male,52.9548,-1.15811,http://www.tate.org.uk/art/artists/sir-john-charles-robinson-455
"Hicks, George Elgar",United Kingdom,1/1/1820,1/1/1824,Male,50.7585,-1.54191,http://www.tate.org.uk/art/artists/george-elgar-hicks-255
"Crowe, Eyre",United Kingdom,1/1/1820,1/1/1824,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/eyre-crowe-2420
"Doyle, Richard",United Kingdom,1/1/1820,1/1/1824,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/richard-doyle-2424
"Thomas, George Housman",United Kingdom,1/1/1820,1/1/1824,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/george-housman-thomas-545
"Wintour, John Crawford",United Kingdom,1/1/1820,1/1/1825,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/john-crawford-wintour-2468
"Foster, Myles Birket",United Kingdom,1/1/1820,1/1/1825,Male,55.0176,-1.42558,http://www.tate.org.uk/art/artists/myles-birket-foster-192
"Nicol, Erskine",United Kingdom,1/1/1820,1/1/1825,Male,55.9751,-3.16624,http://www.tate.org.uk/art/artists/erskine-nicol-400
"Woolner, Thomas",United Kingdom,1/1/1820,1/1/1825,Male,52.0451,0.952647,http://www.tate.org.uk/art/artists/thomas-woolner-2232
"Collinson, James",United Kingdom,1/1/1820,1/1/1825,Male,53.1285,-0.9031,http://www.tate.org.uk/art/artists/james-collinson-2214
"Boyce, George Price",United Kingdom,1/1/1820,1/1/1826,Male,51.5517,-0.158826,http://www.tate.org.uk/art/artists/george-price-boyce-48
"Faed, Thomas",United Kingdom,1/1/1820,1/1/1826,Male,54.8824,-4.18422,http://www.tate.org.uk/art/artists/thomas-faed-174
"Hunt, William Holman",United Kingdom,1/1/1820,1/1/1827,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-holman-hunt-287
"Seddon, John Pollard",United Kingdom,1/1/1820,1/1/1827,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-pollard-seddon-482
"Wells, Henry Tanworth",United Kingdom,1/1/1820,1/1/1828,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/henry-tanworth-wells-592
"Campbell, James",United Kingdom,1/1/1820,1/1/1828,Male,53.4084,-2.99157,http://www.tate.org.uk/art/artists/james-campbell-2385
"Sala, George Augustus Henry",United Kingdom,1/1/1820,1/1/1828,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/george-augustus-henry-sala-2454
"Collins, Charles Allston",United Kingdom,1/1/1820,1/1/1828,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/charles-allston-collins-104
"Stephens, Frederic George",United Kingdom,1/1/1820,1/1/1828,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/frederic-george-stephens-524
"Constable, Lionel Bicknell",United Kingdom,1/1/1820,1/1/1828,Male,51.5557,-0.176203,http://www.tate.org.uk/art/artists/lionel-bicknell-constable-109
"Rossetti, Dante Gabriel",United Kingdom,1/1/1820,1/1/1828,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/dante-gabriel-rossetti-461
"Siddal, Elizabeth Eleanor",United Kingdom,1/1/1820,1/1/1829,Female,51.5074,-0.127758,http://www.tate.org.uk/art/artists/elizabeth-eleanor-siddal-494
"Raven, John Samuel",United Kingdom,1/1/1820,1/1/1829,Male,53.7632,-2.70309,http://www.tate.org.uk/art/artists/john-samuel-raven-439
"Millais, Sir John Everett, Bt",United Kingdom,1/1/1820,1/1/1829,Male,50.9097,-1.40435,http://www.tate.org.uk/art/artists/sir-john-everett-millais-bt-379
"Sandys, Frederick",United Kingdom,1/1/1820,1/1/1829,Male,52.6694,1.27843,http://www.tate.org.uk/art/artists/frederick-sandys-473
"Stanhope, John Roddam Spencer",United Kingdom,1/1/1820,1/1/1829,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/john-roddam-spencer-stanhope-519
"Inchbold, John William",United Kingdom,1/1/1830,1/1/1830,Male,53.8008,-1.54908,http://www.tate.org.uk/art/artists/john-william-inchbold-293
"Leighton, Lord Frederic",United Kingdom,1/1/1830,1/1/1830,Male,54.2831,-0.399752,http://www.tate.org.uk/art/artists/frederic-lord-leighton-342
"Wallis, Henry",United Kingdom,1/1/1830,1/1/1830,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/henry-wallis-578
"Leader, Benjamin Williams",United Kingdom,1/1/1830,1/1/1831,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/benjamin-williams-leader-336
"Brett, John",United Kingdom,1/1/1830,1/1/1831,Male,51.2373,-0.205883,http://www.tate.org.uk/art/artists/john-brett-53
"Webb, Philip",United Kingdom,1/1/1830,1/1/1831,Male,51.752,-1.25773,http://www.tate.org.uk/art/artists/philip-webb-589
"Bridell, Frederick Lee",United Kingdom,1/1/1830,1/1/1831,Male,50.9097,-1.40435,http://www.tate.org.uk/art/artists/frederick-lee-bridell-54
"Moore, Henry",United Kingdom,1/1/1830,1/1/1831,Male,53.96,-1.0873,http://www.tate.org.uk/art/artists/henry-moore-383
"Watson, John Dawson",United Kingdom,1/1/1830,1/1/1832,Male,54.3236,-2.52817,http://www.tate.org.uk/art/artists/john-dawson-watson-2466
"Hughes, Arthur",United Kingdom,1/1/1830,1/1/1832,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/arthur-hughes-283
"Orchardson, Sir William Quiller",United Kingdom,1/1/1830,1/1/1832,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/sir-william-quiller-orchardson-407
"Halswelle, Keeley",United Kingdom,1/1/1830,1/1/1832,Male,51.3148,-0.55995,http://www.tate.org.uk/art/artists/keeley-halswelle-233
"Cole, George Vicat",United Kingdom,1/1/1830,1/1/1833,Male,50.8167,-1.08333,http://www.tate.org.uk/art/artists/george-vicat-cole-99
"Burne-Jones, Sir Edward Coley, Bt",United Kingdom,1/1/1830,1/1/1833,Male,52.4862,-1.8904,http://www.tate.org.uk/art/artists/sir-edward-coley-burne-jones-bt-68
"Boughton, George Henry",United Kingdom,1/1/1830,1/1/1833,Male,52.6694,1.27843,http://www.tate.org.uk/art/artists/george-henry-boughton-44
"Davis, Edward Thompson, of Worcester",United Kingdom,1/1/1830,1/1/1833,Male,52.1936,-2.22158,http://www.tate.org.uk/art/artists/edward-thompson-davis-of-worcester-2491
"Morris, William",United Kingdom,1/1/1830,1/1/1834,Male,51.5902,-0.0173437,http://www.tate.org.uk/art/artists/william-morris-388
"Clark, Joseph",United Kingdom,1/1/1830,1/1/1834,Male,50.7391,-2.33823,http://www.tate.org.uk/art/artists/joseph-clark-95
"McTaggart, William",United Kingdom,1/1/1830,1/1/1835,Male,56.37,-5.0319,http://www.tate.org.uk/art/artists/william-mctaggart-366
"Hart, James Turpin",United Kingdom,1/1/1830,1/1/1835,Male,52.9548,-1.15811,http://www.tate.org.uk/art/artists/james-turpin-hart-239
"Holmes, Sir Richard Rivington",United Kingdom,1/1/1830,1/1/1835,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-richard-rivington-holmes-271
"Grimshaw, Atkinson",United Kingdom,1/1/1830,1/1/1836,Male,53.8008,-1.54908,http://www.tate.org.uk/art/artists/atkinson-grimshaw-227
"Ridley, Matthew White",United Kingdom,1/1/1830,1/1/1837,Male,54.9783,-1.61778,http://www.tate.org.uk/art/artists/matthew-white-ridley-449
"Carter, Hugh",United Kingdom,1/1/1830,1/1/1837,Male,52.4862,-1.8904,http://www.tate.org.uk/art/artists/hugh-carter-85
"Holloway, Charles Edward",United Kingdom,1/1/1830,1/1/1838,Male,50.7358,-1.77859,http://www.tate.org.uk/art/artists/charles-edward-holloway-269
"Sheffield, George",United Kingdom,1/1/1830,1/1/1839,Male,54.8255,-3.16123,http://www.tate.org.uk/art/artists/george-sheffield-491
"MacWhirter, John",United Kingdom,1/1/1830,1/1/1839,Male,56.4907,-4.20265,http://www.tate.org.uk/art/artists/john-macwhirter-367
"Pettie, John",United Kingdom,1/1/1830,1/1/1839,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/john-pettie-421
"Walker, Frederick",United Kingdom,1/1/1840,1/1/1840,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/frederick-walker-575
"Collier, Thomas",United Kingdom,1/1/1840,1/1/1840,Male,53.4433,-1.94891,http://www.tate.org.uk/art/artists/thomas-collier-102
"Stone, Marcus",United Kingdom,1/1/1840,1/1/1840,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/marcus-stone-529
"Smythe, Lionel Percy",United Kingdom,1/1/1840,1/1/1840,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/lionel-percy-smythe-510
"Macallum, Hamilton",United Kingdom,1/1/1840,1/1/1841,Male,56.4294,-5.23837,http://www.tate.org.uk/art/artists/hamilton-macallum-357
"Moore, Albert",United Kingdom,1/1/1840,1/1/1841,Male,53.96,-1.0873,http://www.tate.org.uk/art/artists/albert-moore-382
"Hunter, Colin",United Kingdom,1/1/1840,1/1/1841,Male,55.8642,-4.25181,http://www.tate.org.uk/art/artists/colin-hunter-288
"Richmond, Sir William Blake",United Kingdom,1/1/1840,1/1/1842,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-william-blake-richmond-448
"Knight, John William Buxton",United Kingdom,1/1/1840,1/1/1842,Male,51.2724,0.190898,http://www.tate.org.uk/art/artists/john-william-buxton-knight-312
"Small, William",United Kingdom,1/1/1840,1/1/1843,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/william-small-501
"Carlisle, George Howard, Ninth Earl of",United Kingdom,1/1/1840,1/1/1843,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/george-howard-ninth-earl-of-carlisle-84
"Fildes, Sir Luke",United Kingdom,1/1/1840,1/1/1843,Male,53.4084,-2.99157,http://www.tate.org.uk/art/artists/sir-luke-fildes-183
"Swynnerton, Annie Louisa",United Kingdom,1/1/1840,1/1/1844,Female,53.4808,-2.24263,http://www.tate.org.uk/art/artists/annie-louisa-swynnerton-540
"Crane, Walter",United Kingdom,1/1/1840,1/1/1845,Male,53.4084,-2.99157,http://www.tate.org.uk/art/artists/walter-crane-121
"Holl, Frank",United Kingdom,1/1/1840,1/1/1845,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/frank-holl-267
"Potter, Frank Huddlestone",United Kingdom,1/1/1840,1/1/1845,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/frank-huddlestone-potter-431
"Caldecott, Randolph",United Kingdom,1/1/1840,1/1/1846,Male,53.1934,-2.89308,http://www.tate.org.uk/art/artists/randolph-caldecott-76
"Greaves, Walter",United Kingdom,1/1/1840,1/1/1846,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/walter-greaves-222
"Woods, Henry",United Kingdom,1/1/1840,1/1/1846,Male,53.39,-2.59695,http://www.tate.org.uk/art/artists/henry-woods-610
"Farquharson, Joseph",United Kingdom,1/1/1840,1/1/1847,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/joseph-farquharson-178
"Peppercorn, Arthur Douglas",United Kingdom,1/1/1840,1/1/1847,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/arthur-douglas-peppercorn-418
"Stevenson, Robert Alan Mowbray",United Kingdom,1/1/1840,1/1/1847,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/robert-alan-mowbray-stevenson-526
"Douglas, Edwin",United Kingdom,1/1/1840,1/1/1848,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/edwin-douglas-156
"Gow, Andrew Carrick",United Kingdom,1/1/1840,1/1/1848,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/andrew-carrick-gow-218
"Macbeth, Robert Walker",United Kingdom,1/1/1840,1/1/1848,Male,55.8642,-4.25181,http://www.tate.org.uk/art/artists/robert-walker-macbeth-358
"East, Sir Alfred",United Kingdom,1/1/1840,1/1/1849,Male,52.3963,-0.730249,http://www.tate.org.uk/art/artists/sir-alfred-east-165
"Lawson, Cecil",United Kingdom,1/1/1840,1/1/1849,Male,50.9786,-3.2245,http://www.tate.org.uk/art/artists/cecil-gordon-lawson-335
"Murray, Sir David",United Kingdom,1/1/1840,1/1/1849,Male,55.8642,-4.25181,http://www.tate.org.uk/art/artists/sir-david-murray-395
"Thornycroft, Sir Hamo",United Kingdom,1/1/1850,1/1/1850,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-hamo-thornycroft-551
"Gregory, Edward John",United Kingdom,1/1/1850,1/1/1850,Male,50.9097,-1.40435,http://www.tate.org.uk/art/artists/edward-john-gregory-223
"Bates, Harry",United Kingdom,1/1/1850,1/1/1850,Male,51.9038,-0.196612,http://www.tate.org.uk/art/artists/harry-bates-26
"Corbet, Matthew Ridley",United Kingdom,1/1/1850,1/1/1850,Male,53.2179,-0.19997,http://www.tate.org.uk/art/artists/matthew-ridley-corbet-114
"Collier, The Hon. John",United Kingdom,1/1/1850,1/1/1850,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/the-hon-john-collier-101
"Rivers, Leopold",United Kingdom,1/1/1850,1/1/1850,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/leopold-rivers-452
"Waterlow, Sir Ernest Albert",United Kingdom,1/1/1850,1/1/1850,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-ernest-albert-waterlow-584
"Waller, Samuel",United Kingdom,1/1/1850,1/1/1850,Male,51.8642,-2.23816,http://www.tate.org.uk/art/artists/samuel-waller-576
"Gow, Mary",United Kingdom,1/1/1850,1/1/1851,Female,51.5074,-0.127758,http://www.tate.org.uk/art/artists/mary-gow-219
"Dadd, Frank",United Kingdom,1/1/1850,1/1/1851,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/frank-dadd-129
"Charles, James",United Kingdom,1/1/1850,1/1/1851,Male,53.39,-2.59695,http://www.tate.org.uk/art/artists/james-charles-91
"Brown, Frederick",United Kingdom,1/1/1850,1/1/1851,Male,51.7356,0.46855,http://www.tate.org.uk/art/artists/frederick-brown-66
"Wyllie, William Lionel",United Kingdom,1/1/1850,1/1/1851,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-lionel-wyllie-618
"Reid, John Robertson",United Kingdom,1/1/1850,1/1/1851,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/john-robertson-reid-442
"Clausen, Sir George",United Kingdom,1/1/1850,1/1/1852,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-george-clausen-96
"Ford, Edward Onslow",United Kingdom,1/1/1850,1/1/1852,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/edward-onslow-ford-191
"Stark, Robert",United Kingdom,1/1/1850,1/1/1853,Male,50.4619,-3.52531,http://www.tate.org.uk/art/artists/robert-stark-522
"Dicksee, Sir Frank",United Kingdom,1/1/1850,1/1/1853,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-frank-dicksee-149
"Wyllie, Charles William",United Kingdom,1/1/1850,1/1/1853,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/charles-william-wyllie-617
"Gotch, Thomas Cooper",United Kingdom,1/1/1850,1/1/1854,Male,52.3963,-0.730249,http://www.tate.org.uk/art/artists/thomas-cooper-gotch-217
"Sadler, Walter Dendy",United Kingdom,1/1/1850,1/1/1854,Male,51.2322,-0.332378,http://www.tate.org.uk/art/artists/walter-dendy-sadler-469
"Thomas, James Havard",United Kingdom,1/1/1850,1/1/1854,Male,51.4545,-2.58791,http://www.tate.org.uk/art/artists/james-havard-thomas-546
"Gilbert, Sir Alfred",United Kingdom,1/1/1850,1/1/1854,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-alfred-gilbert-208
"Stokes, Adrian",United Kingdom,1/1/1850,1/1/1854,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/adrian-stokes-527
"Stanley, Lady Dorothy",United Kingdom,1/1/1850,1/1/1855,Female,51.5074,-0.127758,http://www.tate.org.uk/art/artists/lady-dorothy-stanley-520
"Macgregor, William York",United Kingdom,1/1/1850,1/1/1855,Male,56.37,-5.0319,http://www.tate.org.uk/art/artists/william-york-macgregor-362
"Wallis, Alfred",United Kingdom,1/1/1850,1/1/1855,Male,50.377,-4.17621,http://www.tate.org.uk/art/artists/alfred-wallis-577
"Melville, Arthur",United Kingdom,1/1/1850,1/1/1855,Male,56.797,-2.92068,http://www.tate.org.uk/art/artists/arthur-melville-375
"Hatherell, William",United Kingdom,1/1/1850,1/1/1855,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-hatherell-241
"King, John Henry Yeend",United Kingdom,1/1/1850,1/1/1855,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-henry-yeend-king-309
"Carline, George",United Kingdom,1/1/1850,1/1/1855,Male,53.2307,-0.540579,http://www.tate.org.uk/art/artists/george-carline-83
"Rutland, Violet, Duchess of",United Kingdom,1/1/1850,1/1/1856,Female,53.5451,-2.63251,http://www.tate.org.uk/art/artists/violet-duchess-of-rutland-467
"Lavery, Sir John",United Kingdom,1/1/1850,1/1/1856,Male,54.5973,-5.93012,http://www.tate.org.uk/art/artists/sir-john-lavery-332
"Brown, Kellock",United Kingdom,1/1/1850,1/1/1856,Male,55.8642,-4.25181,http://www.tate.org.uk/art/artists/kellock-brown-67
"Lorimer, John Henry",United Kingdom,1/1/1850,1/1/1856,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/john-henry-lorimer-355
"Rich, Alfred William",United Kingdom,1/1/1850,1/1/1856,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/alfred-william-rich-445
"Drury, Alfred",United Kingdom,1/1/1850,1/1/1856,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/alfred-drury-163
"Woodville, Richard Caton",United Kingdom,1/1/1850,1/1/1856,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/richard-caton-woodville-611
"Kennington, Thomas Benjamin",United Kingdom,1/1/1850,1/1/1856,Male,53.5675,-0.080784,http://www.tate.org.uk/art/artists/thomas-benjamin-kennington-306
"Pomeroy, Frederick William",United Kingdom,1/1/1850,1/1/1856,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/frederick-william-pomeroy-429
"Dressler, Conrad",United Kingdom,1/1/1850,1/1/1856,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/conrad-dressler-161
"Starr, Sydney",United Kingdom,1/1/1850,1/1/1857,Male,53.7457,-0.336741,http://www.tate.org.uk/art/artists/sydney-starr-523
"Nisbet, Robert Buchan",United Kingdom,1/1/1850,1/1/1857,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/robert-buchan-nisbet-401
"Noble, Robert",United Kingdom,1/1/1850,1/1/1857,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/robert-noble-402
"Bramley, Frank",United Kingdom,1/1/1850,1/1/1857,Male,53.2179,-0.19997,http://www.tate.org.uk/art/artists/frank-bramley-51
"Florence, Mary Sargant",United Kingdom,1/1/1850,1/1/1857,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/mary-sargant-florence-187
"Lethaby, William Richard",United Kingdom,1/1/1850,1/1/1857,Male,51.0782,-4.05834,http://www.tate.org.uk/art/artists/william-richard-lethaby-348
"Lee, Thomas Stirling",United Kingdom,1/1/1850,1/1/1857,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/thomas-stirling-lee-340
"Short, Sir Frank",United Kingdom,1/1/1850,1/1/1857,Male,52.4569,-2.14873,http://www.tate.org.uk/art/artists/sir-frank-short-492
"Tuke, Henry Scott",United Kingdom,1/1/1850,1/1/1858,Male,53.96,-1.0873,http://www.tate.org.uk/art/artists/henry-scott-tuke-555
"Hacker, Arthur",United Kingdom,1/1/1850,1/1/1858,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/arthur-hacker-229
"Llewellyn, Sir William",United Kingdom,1/1/1850,1/1/1858,Male,51.7185,-1.96824,http://www.tate.org.uk/art/artists/sir-william-llewellyn-353
"Guthrie, Sir James",United Kingdom,1/1/1850,1/1/1859,Male,55.9565,-4.77198,http://www.tate.org.uk/art/artists/sir-james-guthrie-228
"Strang, William",United Kingdom,1/1/1850,1/1/1859,Male,55.9453,-4.56455,http://www.tate.org.uk/art/artists/william-strang-534
